,drug_name,list_of_conditions,Inn_Name,Brand_Names,Type_Of_Action
541,levonorgestrel,contraceptive,Levonorgestrel,Camreselo 91 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Balcoltra 28 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Balcoltra 28 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Lillow 28 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Lillow 28 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Mirena,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Mirena,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Daysee 91 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Daysee 91 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Her Style,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Her Style,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Jaimiess 91 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Jaimiess 91 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Lo Simpesse,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Lo Simpesse,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Chateal 28 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Chateal 28 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Ayuna 28 Day Pack,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Ayuna 28 Day Pack,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,New Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,New Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Bionafem,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Bionafem,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Ashlyna 91 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Ashlyna 91 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Next Choice,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Next Choice,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Simpesse,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Simpesse,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Camrese 91 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Camrese 91 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Fayosim 91 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Fayosim 91 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Kyleena,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Kyleena,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Falmina 28 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Falmina 28 Day,Binder
543,warfarin,stroke,Warfarin,,Inhibitor
545,calcitriol,thyroid disorders,Calcitriol,Rocaltrol,Agonist
545,calcitriol,thyroid disorders,Calcitriol,Vectical,Agonist
546,vitamin d3,thyroid disorders,Cholecalciferol,Citranatal Harmony,Antagonist
546,vitamin d3,thyroid disorders,Cholecalciferol,Fosavance,Antagonist
546,vitamin d3,thyroid disorders,Cholecalciferol,Mvc-fluoride,Antagonist
546,vitamin d3,thyroid disorders,Cholecalciferol,Infuvite,Antagonist
546,vitamin d3,thyroid disorders,Cholecalciferol,Animi-3 With Vitamin D,Antagonist
546,vitamin d3,thyroid disorders,Cholecalciferol,Natafort,Antagonist
546,vitamin d3,thyroid disorders,Cholecalciferol,Infuvite Pediatric,Antagonist
546,vitamin d3,thyroid disorders,Cholecalciferol,Fosamax Plus D,Antagonist
546,vitamin d3,thyroid disorders,Cholecalciferol,Adrovance,Antagonist
546,vitamin d3,thyroid disorders,Cholecalciferol,Pregvit,Antagonist
546,vitamin d3,thyroid disorders,Cholecalciferol,Vidextra,Antagonist
546,vitamin d3,thyroid disorders,Cholecalciferol,Citranatal B-calm Kit,Antagonist
